name,rating,votes,location,cuisines,cost(2),cost category
The Meal Story,4,258,Sarjapur Road,"North Indian, Street Food",700,Medium
Meghana Foods Grand,4,3334,Marathahalli,"Biryani, Seafood, Andhra, North Indian",600,Medium
Murli,4,1233,Bellandur,"North Indian, Chinese, Street Food, Fast Food, Mithai",500,Medium
Barbeque Delight,4,188,Sarjapur Road,"Arabian, Kerala, North Indian, Chinese, BBQ",800,Medium
Basmati Restaurant,4,419,Bellandur,"Biryani, Andhra, North Indian, Chinese",900,Medium
Empire Restaurant,4,2084,Bellandur,"North Indian, Mughlai, South Indian, Chinese",750,Medium
Reddy's Restaurant,4,34,Sarjapur Road,"Andhra, Biryani, South Indian, Chinese",500,Medium
Hyderabad Biryaani House,4,833,Marathahalli,"Biryani, North Indian, Chinese",550,Medium
Sukhi Bhava,4,21,Marathahalli,"Andhra, Chinese, Biryani",300,Low
Kanti Sweets,4,152,Bellandur,"Mithai, Street Food",400,Low
Fun Kitchen,4,87,HSR,"North Indian, Chinese, Fast Food",400,Low
Hyderabadi Biryani Hub,4,45,Sarjapur Road,"Biryani, North Indian",600,Medium
Moriz Restaurant,3,666,Marathahalli,"Arabian, North Indian, Seafood, Chinese, Biryani",800,Medium
Polar Bear,4,105,Marathahalli,"Ice Cream, Desserts, Beverages, Sandwich",400,Low
Blueberry Restaurant,4,36,Bellandur,"North Indian, Biryani, South Indian",400,Low
Biryani Kitchen,4,214,Bellandur,Biryani,400,Low
Udupi Aatithya,4,77,Bellandur,"South Indian, North Indian, Chinese",300,Low
Pepperwood,4,132,Sarjapur Road,"Biryani, Rolls",300,Low
Biriyani House,4,27,Bellandur,Biryani,400,Low
Punjabi Khana,3,12,Bellandur,North Indian,500,Medium
Al Daaz,4,567,HSR,"North Indian, Continental, BBQ",550,Medium
Mojo Pizza - 2X Toppings,4,164,Bellandur,Pizza,600,Medium
Chai Point,4,316,HSR,"Tea, Beverages, Fast Food",250,Low
Onesta,4,3738,HSR,"Pizza, Cafe, Italian",600,Medium
Bihar Ki Shan,4,343,HSR,North Indian,300,Low
Sai Santhi Cafe,4,62,Marathahalli,"South Indian, North Indian, Chinese",400,Low
Sri Vishnu Veg,4,11,Marathahalli,South Indian,200,Low
Shudh,4,87,Sarjapur Road,North Indian,300,Low
Biryani Miya,4,44,Sarjapur Road,"Biryani, North Indian",600,Medium
Mani's Dum Biryani,4,894,Bellandur,"Biryani, Kebab",750,Medium
Sri Vishnu Grand & Garden Restaurant,4,7,Sarjapur Road,"South Indian, North Indian, Fast Food",500,Medium
Donne Biriyani House,3,126,Sarjapur Road,Biryani,300,Low
Potful,4,832,Sarjapur Road,"Biryani, Kebab, Rolls, Mughlai",650,Medium
Bahar Cafe,4,903,Marathahalli,"Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian",750,Medium
Subway,4,38,Marathahalli,"Salad, Fast Food",600,Medium
KFC,3,380,Sarjapur Road,"Burger, Fast Food",450,Low
DinePost9,4,798,Marathahalli,"North Indian, South Indian, Chinese, Continental",450,Low
Thalassery Restaurant,3,692,Bellandur,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600,Medium
Sri Vishnu Grand,4,135,Sarjapur Road,"South Indian, North Indian, Chinese",400,Low
Bathinda Dine,4,230,Bellandur,North Indian,950,Medium
WOW! Momo,4,79,Marathahalli,"Chinese, Momos",400,Low
Behrouz Biryani,4,357,Sarjapur Road,Biryani,650,Medium
Sri Krishna Kitchen,4,22,Bellandur,"North Indian, Chinese",350,Low
Maa Bhook Lagi,4,152,HSR,North Indian,400,Low
Cake Town Cafe,4,75,Bellandur,"Bakery, Desserts",500,Medium
Kairali Restaurant,4,94,Bellandur,Kerala,200,Low
Basaveshwara Khanavali,4,11,Sarjapur Road,South Indian,150,Low
Punjabi Food Point,3,200,Bellandur,"North Indian, Mughlai, Biryani, Chinese",450,Low
Punjabi Tadka,3,188,HSR,"North Indian, Chinese",400,Low
Costa Biryanis,3,10,East Bangalore,"Andhra, Biryani, North Indian, South Indian",300,Low
Sri Udupi Park,3,226,Marathahalli,"South Indian, North Indian, Chinese, Beverages",500,Medium
Pizza Hut,3,105,Bellandur,"Pizza, Fast Food",600,Medium
The Punjabi Rasoi,4,194,Sarjapur Road,North Indian,800,Medium
Punjab Di Shaan,3,38,HSR,North Indian,450,Low
Punjabi Nukkad Pure Veg,4,378,Bellandur,"North Indian, Chinese, Juices",500,Medium
Atithi Sambrama,4,69,Sarjapur Road,"South Indian, North Indian, Chinese",200,Low
Navya's,3,45,HSR,"North Indian, Andhra",600,Medium
Lassi Shop,4,152,Bellandur,"Beverages, Ice Cream, Fast Food",300,Low
Mandya Gowdru Donne Biriyani,4,281,HSR,"Biryani, South Indian",350,Low
Marwari Basa,3,26,Bellandur,"Rajasthani, North Indian",300,Low
Indori Zaika,3,105,HSR,North Indian,300,Low
Mealer.in,4,432,Sarjapur Road,"North Indian, Biryani",450,Low
Kya Khaoge,4,63,Old Airport Road,"North Indian, Chinese",300,Low
Rayalaseema Chefs,4,225,Marathahalli,"North Indian, Biryani, Andhra, Chinese",800,Medium
Ambur Dum Biriyani,3,12,Bellandur,Biryani,200,Low
The Nosh House,4,220,Sarjapur Road,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",600,Medium
Frozen Bottle,4,82,Marathahalli,"Beverages, Desserts",400,Low
Warm Oven,4,65,Marathahalli,"Bakery, Desserts",500,Medium
Firangi Bake,4,88,Sarjapur Road,"Mexican, Italian",600,Medium
Savoury Restaurant,3,827,Sarjapur Road,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,Medium
Delhite Food,4,6,Bellandur,North Indian,300,Low
Faasos,4,193,Bellandur,"North Indian, Biryani, Fast Food",500,Medium
The Flying Cup,4,233,Sarjapur Road,"Beverages, Fast Food, Tea",150,Low
The Rasaganga,4,404,Bellandur,"South Indian, North Indian, Chinese, Street Food",500,Medium
Udupi Nalapaka,4,37,Bellandur,"South Indian, North Indian, Chinese",400,Low
Sarjapur Social,5,1193,Sarjapur Road,"American, North Indian, Chinese, Finger Food",1500,High
Just Shawarma,4,78,HSR,Arabian,300,Low
Konaseema Kitchen,4,571,Marathahalli,"North Indian, Biryani, Andhra, South Indian",600,Medium
PSV's Andhra Paradise,4,116,HSR,"Andhra, Chinese, North Indian, Hyderabadi",600,Medium
Maia - Eat | Bake | Mom,4,996,Bellandur,"Continental, North Indian, Beverages",1200,High
Punjab Zone,3,120,Bellandur,North Indian,400,Low
Yummy Punjabi,3,93,Bellandur,"North Indian, Chinese",400,Low
Happy Endings,4,490,Bellandur,"Bakery, Desserts, Italian",500,Medium
Meghana Biryani,2,235,Bellandur,North Indian,800,Medium
Andhra Bhojanam,4,48,Bellandur,Andhra,400,Low
Cupcake Bliss,3,8,Bellandur,Bakery,250,Low
Spicy Khana Point,3,68,Marathahalli,"North Indian, Chinese, Biryani",500,Medium
Hyderabad Chefs,4,717,Marathahalli,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",800,Medium
Byg Brewski Brewing Company,5,16345,Sarjapur Road,"Continental, North Indian, Italian, South Indian, Finger Food",1600,High
Nutty Affair,4,25,HSR,Desserts,350,Low
Waffle Talesz,4,18,Sarjapur Road,Desserts,200,Low
Suryawanshi,5,125,Sarjapur Road,"Maharashtrian, Seafood",700,Medium
Chili's American Grill & Bar,5,1365,Bellandur,"American, Tex-Mex, Burger, BBQ",1800,High
Hyderabadi Zaiqa,3,41,Bellandur,"Hyderabadi, North Indian, Biryani",700,Medium
Indiana Burgers,4,28,Sarjapur Road,Burger,300,Low
Abhiruchi Restaurant,3,5,Sarjapur Road,"Andhra, North Indian, Chinese",400,Low
Pasta Twist Plus,3,20,Bellandur,"Fast Food, Continental",400,Low
Delite Chaat House,4,178,HSR,"Street Food, Gujarati",300,Low
Hyderabadi Biriyani,3,33,Bellandur,"Biryani, Hyderabadi, Chinese, North Indian",800,Medium
Sri Krishna Sagar,4,234,HSR,"South Indian, North Indian, Chinese, Street Food, Juices",400,Low
Momo Rice Noodles,3,68,Sarjapur Road,"Chinese, Momos",600,Medium
Bombay Sandwich Company,4,32,Sarjapur Road,"Sandwich, Beverages",400,Low
Hungry Bird,4,15,Bellandur,"North Indian, Chinese, Biryani",400,Low
The Good Bowl,4,10,Sarjapur Road,"Italian, North Indian, Biryani",500,Medium
Veg Rasoi,4,92,HSR,"North Indian, Rajasthani",600,Medium
Curry Flavours,4,59,Sarjapur Road,"Tamil, South Indian, North Indian, Chinese",200,Low
Petoo,4,103,HSR,"North Indian, Fast Food, Street Food",800,Medium
Dhaba Estd 1986 Delhi,4,1209,Marathahalli,North Indian,1100,High
Inhouse Burger,4,167,Marathahalli,Fast Food,400,Low
Manchow,4,157,Bellandur,"Chinese, Asian, Momos",600,Medium
Andhra Vilaas,4,52,Sarjapur Road,"Andhra, North Indian, Biryani",350,Low
Bangaliana,4,309,HSR,Bengali,600,Medium
La Casa Brewery And Kitchen,4,1381,Sarjapur Road,"Finger Food, Continental, Seafood",1500,High
Biriyani Zone,4,667,HSR,"Biryani, North Indian, Chinese, Seafood",800,Medium
Soup'ermanz Kitchen,4,433,HSR,"Cafe, Continental, Burger",750,Medium
MAP- My Appetite Place,4,29,HSR,"North Indian, Italian, Chinese",600,Medium
Healthie,4,70,Sarjapur Road,"Healthy Food, Beverages",600,Medium
Sri Dalma,4,77,HSR,"Oriya, Bengali",350,Low
Chai World,4,18,Sarjapur Road,"Tea, Beverages, Sandwich, Fast Food",300,Low
Baker's Home,4,175,Bellandur,"Bakery, Desserts",300,Low
Paratha Treat,4,51,Bellandur,North Indian,200,Low
New Cool Joint,4,23,Sarjapur Road,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",150,Low
Al Khansah,4,370,Bellandur,"Biryani, Mughlai, Chinese, North Indian, Kebab",550,Medium
Chullah Bhatti,4,557,Marathahalli,"North Indian, Chinese",900,Medium
Matka,4,25,HSR,"North Indian, Biryani",500,Medium
Feel@Home,4,42,Marathahalli,"North Indian, Chinese",300,Low
Mangala Hotel,4,27,Sarjapur Road,"Kerala, Chinese, North Indian",300,Low
Kabab Magic,3,281,HSR,"North Indian, Kebab, Chinese, Fast Food",400,Low
Keventers,4,18,Bellandur,"Desserts, Beverages, Ice Cream",400,Low
The Kebab House,4,49,Bellandur,"Kebab, Biryani",250,Low
Daniyal's,4,6,Sarjapur Road,"North Indian, Biryani, Mughlai, Kebab",800,Medium
Poha On Wheels,4,65,Bellandur,Street Food,100,Low
Float,4,3061,Marathahalli,"North Indian, Japanese",1500,High
Domino's Pizza,4,260,Bellandur,"Pizza, Fast Food",800,Medium
Makers of Milkshakes,4,39,HSR,Beverages,300,Low
Shake It Off,4,60,Bellandur,"Beverages, Fast Food",600,Medium
Udupi Savi Thindi,4,14,Sarjapur Road,"South Indian, North Indian, Chinese",300,Low
Karavali Kitchen,3,85,Sarjapur Road,Mangalorean,400,Low
InnerChef,4,231,Sarjapur Road,"North Indian, Continental",500,Medium
RP Sweets,3,7,Bellandur,"Mithai, Fast Food",300,Low
Broadway - The Gourmet Theatre,4,1142,HSR,"Japanese, North Indian, Italian, Korean, Mexican, Thai",1800,High
Appetite Workstation,4,16,Sarjapur Road,"North Indian, Chinese, Biryani",500,Medium
Mango Tree Grand,4,112,Bellandur,"Andhra, North Indian",700,Medium
Grigliato,4,715,HSR,"Italian, Chinese, Continental, Steak",1000,Medium
Crunch Pizzas - Express Delivery,3,237,Indiranagar,Pizza,500,Medium
Parrattha Ssinghh,4,45,Marathahalli,North Indian,250,Low
Atithi Aramane Veg,4,48,Bellandur,"South Indian, North Indian, Chinese",300,Low
Yummy Tummy,3,111,Bellandur,"Rolls, North Indian, Chinese, Biryani",400,Low
Beijing Bites,4,396,HSR,"Chinese, Thai",850,Medium
AKSHAYA BIRYANI,4,20,Sarjapur Road,"Biryani, North Indian",300,Low
Lungees Foods,4,160,Sarjapur Road,Kerala,500,Medium
Reddy's Paradise,3,9,Sarjapur Road,"Fast Food, Chinese, North Indian, Biryani",400,Low
Tarbouche,4,18,Sarjapur Road,Turkish,300,Low
Bombay Brasserie,4,555,Bellandur,Modern Indian,1800,High
Ajwa Thalassery Biryani,4,42,Sarjapur Road,"Biryani, South Indian",500,Medium
YumYumDilli,4,16,Sarjapur Road,North Indian,500,Medium
Folklore Restaurant,3,262,Sarjapur Road,Kerala,450,Low
Napoli Italian Bistro,4,1056,HSR,"Italian, Mexican, Continental, Pizza",1200,High
Uptown Sliders & Shakes,4,112,HSR,"Burger, Fast Food, Beverages",600,Medium
The Grub Central,4,797,HSR,"Cafe, Italian, Continental",700,Medium
Cold Smith Ice Creams,4,41,Sarjapur Road,"Ice Cream, Desserts",450,Low
Thalis Of India,3,7,Sarjapur Road,"South Indian, North Indian, Beverages",500,Medium
Singh Saheb Di Rasoi,3,10,Bellandur,North Indian,800,Medium
Slurpy Shakes,3,6,Marathahalli,Beverages,300,Low
The Milkshake Theory,4,29,Sarjapur Road,"Beverages, Fast Food",400,Low
Cake Box,3,24,Marathahalli,"Bakery, Desserts",400,Low
Wangs Kitchen,2,438,HSR,Chinese,1000,Medium
Quick Bites Food Junction,4,30,Sarjapur Road,"North Indian, Chinese, Bengali",300,Low
Kidilum,4,32,Marathahalli,"North Indian, Chinese, Kerala",450,Low
Juice Junction Food Court,4,210,HSR,"Juices, South Indian, Chinese, Fast Food",200,Low
World In A Bowl,4,17,Sarjapur Road,"Continental, North Indian, Desserts, Beverages",600,Medium
Sintales,4,44,Sarjapur Road,"Cafe, Continental, Pizza, Burger, Beverages",600,Medium
The Litti Company,4,33,HSR,Bihari,400,Low
Myrasoiya.com,3,20,Sarjapur Road,North Indian,350,Low
Vandana Andhra and Multi Cuisine,4,481,Sarjapur Road,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",900,Medium
American Bites,3,4,Marathahalli,"Pizza, American, Fast Food, Seafood",300,Low
Aashish Foods,4,34,Marathahalli,North Indian,150,Low
Laddoos,3,163,Bellandur,"North Indian, Street Food, Mithai",250,Low
Rusbury Fresh Sweets And Savouries,4,65,HSR,"Mithai, Street Food",200,Low
Shree Khana Khazana,4,166,Bellandur,"North Indian, Chinese",450,Low
Moti Mahal Delux,4,547,HSR,"North Indian, Mughlai",1000,Medium
Shri Vishnu Grand,3,139,Marathahalli,"North Indian, South Indian, Chinese",450,Low
Andhra Paris,3,5,Sarjapur Road,Andhra,250,Low
Annapurna Foods,4,11,Bellandur,"North Indian, Chinese, Hyderabadi",400,Low
Spicy Punjabi Pharatha,3,76,Marathahalli,"North Indian, Chinese, Biryani",400,Low
Kitchen On Table,4,787,HSR,"BBQ, Chinese, Japanese, Asian",1000,Medium
Charcoal Eats,4,55,HSR,"Italian, Biryani, Fast Food, North Indian, Rolls",500,Medium
Zayakedar,4,250,Bellandur,North Indian,250,Low
S S Popular Frozen Stone,4,24,Bellandur,"Beverages, Ice Cream, Sandwich, Fast Food",250,Low
Park N Eat,4,16,Marathahalli,"Chinese, North Indian",300,Low
Amrutha Grand Restaurant,3,204,Sarjapur Road,"North Indian, Biryani, Chinese",500,Medium
YumYumSouth,4,55,Sarjapur Road,South Indian,600,Medium
Nanda's,3,361,HSR,"North Indian, Chinese, Andhra",450,Low
Ramji Chaiwale,3,30,Bellandur,"Beverages, Fast Food",250,Low
Supreme Biryani,3,18,South Bangalore,Biryani,400,Low
Bombay Kulfi,4,38,Marathahalli,"Desserts, Ice Cream",150,Low
Shahi Zaikha,3,6,Sarjapur Road,"Chinese, North Indian, Mughlai",300,Low
Srinathji's,4,661,Marathahalli,"North Indian, Chinese, Continental, Street Food",750,Medium
Sichuan,4,268,Bellandur,"Chinese, Asian, Seafood",800,Medium
Bellandur Kitchen,3,17,Bellandur,"North Indian, Chinese",400,Low
Ovenstory Pizza,4,200,HSR,Pizza,750,Medium
Parathe Ghar Ke,3,4,Bellandur,North Indian,300,Low
Stoned Monkey,4,228,HSR,"Desserts, Ice Cream",500,Medium
Cakes Wagon,3,6,Bellandur,"Desserts, Bakery",300,Low
Sri Ganesh Juice Junction,4,5,Bellandur,"Juices, Fast Food",200,Low
Ooty Chocolates,3,9,Sarjapur Road,Desserts,300,Low
Kanua,4,889,Sarjapur Road,"Konkan, Mangalorean, Seafood",1400,High
Foreign CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,4,43,Sarjapur Road,Continental,500,Medium
Apna Veg Dhaba,3,35,Bellandur,"North Indian, Chinese",400,Low
Zeeshan,3,155,Sarjapur Road,"North Indian, Mughlai, Biryani, Rolls",600,Medium
Dad's Cookhouse,4,44,Sarjapur Road,"North Indian, Street Food, Chinese, Fast Food",300,Low
Five Star Chicken,3,9,Bellandur,"Fast Food, Burger",200,Low
McDonald's,3,258,Bellandur,"Burger, Fast Food",500,Medium
Abbabi Chicken,4,133,Bellandur,Fast Food,200,Low
Azura Restaurant,3,95,Bellandur,"North Indian, Mughlai, Chinese, Arabian, Kerala",500,Medium
Freshies Gourmet Salads,3,31,Bellandur,"Salad, Healthy Food",350,Low
Ritomi's Lov,4,48,Bellandur,North Indian,400,Low
Southinn,3,97,Sarjapur Road,"South Indian, Fast Food, Chinese, North Indian, Street Food",250,Low
Smoor,4,44,Bellandur,"Desserts, Beverages",900,Medium
Goli Vada Pav No. 1,3,84,Bellandur,Street Food,200,Low
Karachi Bakery,4,16,Sarjapur Road,"Bakery, Desserts",400,Low
Mughal Treat,4,109,Sarjapur Road,"Mughlai, North Indian, Chinese",700,Medium
Le Charcoal Xpress,4,162,HSR,"Arabian, BBQ, Rolls, Chinese",500,Medium
Foxtrot,4,1146,Marathahalli,"North Indian, Chinese, Continental, Momos",1200,High
Sweet Truth,4,34,Sarjapur Road,"Bakery, Desserts",500,Medium
Le Gateau - The Cake Shop,4,536,Old Airport Road,"Desserts, Bakery",600,Medium
Deli Chats and Sweets,4,39,Marathahalli,"Street Food, Mithai",200,Low
Eden Huts Restaurant,4,213,Bellandur,"Chinese, North Indian",400,Low
Shekhawati Restaurant,4,62,Sarjapur Road,North Indian,300,Low
Baithak,4,1383,HSR,"Continental, North Indian, Mughlai",1100,High
Ice Treat,4,42,HSR,"Juices, Ice Cream",200,Low
Mumbai Xpress,3,89,Bellandur,"Fast Food, Street Food",350,Low
Chung Wah,3,29,Marathahalli,"Chinese, Momos, Vietnamese, Thai",500,Medium
Filmy Kitchen,4,182,Bellandur,"North Indian, South Indian, Italian, Chinese, Fast Food",400,Low
The Belgian Waffle Co.,4,129,HSR,"Desserts, Beverages",350,Low
Samaroh,4,246,Bellandur,North Indian,1200,High
Fusion Tadka,4,34,Bellandur,"North Indian, Chinese",450,Low
Pizza Stop,3,44,Sarjapur Road,"Pizza, Italian",600,Medium
NH-1,4,376,Bellandur,North Indian,600,Medium
Madurai Meenakshi Vilas,4,27,Bellandur,South Indian,300,Low
Rampyari Chaiwala Netaji Bhajiawala,3,25,Sarjapur Road,"Street Food, South Indian",150,Low
Biryani House,4,11,Bellandur,"Andhra, Biryani, Chinese, North Indian",600,Medium
Karavali Naati Mane,3,40,Sarjapur Road,South Indian,350,Low
The Punjabi,3,32,Bellandur,"North Indian, Mughlai, Biryani, Chinese",550,Medium
Matinee Bar & Kitchen,4,340,Marathahalli,"BBQ, Continental, North Indian, Pizza, European",1700,High
Spicy Paratha House,3,9,Marathahalli,"North Indian, Chinese",450,Low
Cafe Coffee Day,3,27,Sarjapur Road,"Cafe, Fast Food",900,Medium
Foodies Hub,3,8,Sarjapur Road,"North Indian, South Indian, Seafood",500,Medium
The Modak,4,18,Bellandur,"North Indian, Street Food, Desserts, Chinese",400,Low
Delhi Restaurant,4,54,Marathahalli,"North Indian, Mughlai, Chinese",400,Low
Chatorezz,4,26,Marathahalli,"North Indian, Chinese",250,Low
Aapni Rasoi,3,127,Bellandur,North Indian,400,Low
Melting Melodies,4,11,Bellandur,"Desserts, Bakery",300,Low
Deccan Kitchen,4,31,Marathahalli,"South Indian, North Indian",700,Medium
Tapout Tavern,4,322,Sarjapur Road,"American, Asian, Continental, North Indian, South Indian, Chinese",1200,High
Shanghai Bistro,4,248,Sarjapur Road,"Chinese, Thai, Vietnamese",800,Medium
Hyderabad Biryaani Home,3,137,South Bangalore,"North Indian, Hyderabadi, Chinese",650,Medium
Pabrai's Fresh & Naturelle Icecreams,4,324,HSR,"Ice Cream, Desserts",180,Low
Drunken Monkey,4,119,HSR,"Beverages, Fast Food",400,Low
Kritunga Restaurant,4,1972,Marathahalli,"Andhra, Biryani, North Indian, Chinese",650,Medium
Desi Chulha,4,19,Sarjapur Road,North Indian,250,Low
Pop Hop,4,57,Bellandur,"Ice Cream, Desserts",300,Low
Kabab Mandra,3,243,Sarjapur Road,"North Indian, Chinese, Rolls",300,Low
Chicken Man,4,48,Bellandur,"Roast Chicken, Burger",400,Low
Oogway Express,4,19,Marathahalli,"Chinese, Thai, Momos",600,Medium
Hoot,4,7193,Sarjapur Road,"Continental, Italian, North Indian",1400,High
Homifoo,4,11,HSR,North Indian,300,Low
Ghar Ki Rasoi,4,50,Bellandur,North Indian,500,Medium
Ice N Fries Cafe,4,39,Sarjapur Road,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200,Low
Nutty Squirrel,4,72,Bellandur,"Ice Cream, Desserts",300,Low
Cooking Mom,3,182,Bellandur,"North Indian, Andhra",800,Medium
INDULGE by InnerChef,4,22,Sarjapur Road,"Desserts, Bakery",400,Low
Biriyani Bungalow,4,222,Sarjapur Road,"Biryani, North Indian, Chinese",800,Medium
Absolute Shawarma,4,116,Marathahalli,Lebanese,150,Low
The Irish House,4,793,Bellandur,"European, American",1700,High
Gusto's Pizza,3,289,Bellandur,"Pizza, Italian",500,Medium
Mak n Vak - Fyn,4,337,HSR,"North Indian, Chinese",500,Medium
Lassi Shop,4,9,Sarjapur Road,"Beverages, Juices, Ice Cream, Sandwich",200,Low
Bawarchi Khaana,3,56,Bellandur,"North Indian, Chinese",600,Medium
Carlos Cake Cafe,4,81,Sarjapur Road,"Bakery, Desserts",300,Low
Mighty Paws,4,136,Sarjapur Road,Cafe,500,Medium
Cake Dilim,4,27,Sarjapur Road,Bakery,400,Low
Raja Bhojaun,3,20,Marathahalli,"Chinese, North Indian, South Indian",250,Low
Mirchi Bites- Spice Heaven,3,9,Marathahalli,"Hyderabadi, Biryani",650,Medium
Hotel Sapthagiri,4,13,Marathahalli,"Andhra, North Indian, Chinese",700,Medium
Baker's Cafe,4,8,Marathahalli,"Bakery, Desserts",200,Low
Oz Pies,4,37,Bellandur,"Australian, Continental",400,Low
Brimstone Cafe,4,387,HSR,"Cafe, Continental, Salad, Italian",1300,High
Jashn,4,132,Marathahalli,North Indian,750,Medium
T.A.K - That Affordable Kitchen,3,4,HSR,"Continental, North Indian",400,Low
Up Shawarma,3,13,Bellandur,Arabian,150,Low
Health Zingo,4,368,Bellandur,"North Indian, Salad, Healthy Food",600,Medium
Corner Huts,4,30,Bellandur,"North Indian, Chinese, Biryani, South Indian",300,Low
Half & Half Food Box,3,13,Bellandur,"North Indian, Chinese, Biryani",500,Medium
Food Treat,3,12,Bellandur,"North Indian, South Indian",300,Low
Hotel Tanish,4,13,HSR,South Indian,250,Low
Royale Dine,4,16,Sarjapur Road,"North Indian, South Indian, Biryani",600,Medium
Baskin Robbins,4,48,Bellandur,"Ice Cream, Desserts",250,Low
Atithi Family Bar & Restaurant,4,31,Bellandur,"North Indian, South Indian, Andhra",500,Medium
Meat And Eat,3,39,Sarjapur Road,"Fast Food, Burger",500,Medium
Eatwell Restaurant,3,8,Sarjapur Road,"Biryani, Chinese, North Indian",400,Low
Angiie's Cafe,4,29,Sarjapur Road,"Burger, Fast Food",450,Low
Apsara Ice Cream,4,83,Bellandur,"Ice Cream, Desserts",200,Low
Muscat Restaurant,3,47,Marathahalli,"North Indian, Chinese",400,Low
Rajtilak Sweets,3,20,Sarjapur Road,"Street Food, Fast Food, Mithai",250,Low
Cake Delights,4,24,Sarjapur Road,"Bakery, Desserts",500,Medium
Lassi Shack,4,35,Sarjapur Road,"Beverages, Ice Cream",200,Low
Kaka Singh,3,42,Bellandur,North Indian,400,Low
Smoke - The Sizzler House,3,4,Bellandur,"Continental, Chinese, Thai, BBQ, Steak",900,Medium
As On Fire,4,174,HSR,"Pizza, Fast Food, BBQ",400,Low
Soul Treat,4,269,Sarjapur Road,"Bakery, Desserts, Healthy Food",750,Medium
Kadala Teera,4,46,Sarjapur Road,"Seafood, South Indian",600,Medium
Biryani Hut,4,9,Sarjapur Road,"North Indian, Biryani",300,Low
CakeZone,4,20,Bellandur,"Bakery, Desserts",500,Medium
Red Stone Kitchen,4,91,Marathahalli,"North Indian, Chinese, Seafood",750,Medium
Second Wife Cafe,4,60,HSR,"Arabian, North Indian",400,Low
Khan Saheb Grills And Rolls,3,135,Sarjapur Road,"Biryani, Fast Food, Rolls",400,Low
Paratha's Kitchen,3,32,Bellandur,"North Indian, South Indian",200,Low
Asia In A Box,3,9,Bellandur,"Thai, Asian",550,Medium
Ram Bhog,4,24,Marathahalli,"Chinese, North Indian",200,Low
Silsila Restaurant,4,31,Sarjapur Road,"Chinese, North Indian",600,Medium
Keerthi Restaurant,3,11,Sarjapur Road,"North Indian, Chinese",300,Low
Cafe Mondo,4,484,HSR,"Cafe, Italian, Pizza, Chinese",700,Medium
Flying Cakes,3,15,Sarjapur Road,"Bakery, Desserts",500,Medium
The Vape,4,600,HSR,"Asian, Beverages",800,Medium
Indy Palate,4,14,Bellandur,"Continental, Biryani, Italian, North Indian, Chinese",250,Low
Food Theory,3,88,Bellandur,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,Medium
Sri Vasavi Restaurant,4,30,Bellandur,"Chinese, Biryani",250,Low
Nukkad,3,106,Bellandur,"North Indian, Chinese",500,Medium
Pita Pit,3,7,Bellandur,"Healthy Food, Salad",600,Medium
Milkyway Ice Creams,4,25,Bellandur,Ice Cream,300,Low
Reddy's Restaurant,3,6,Bellandur,"Andhra, Biryani, South Indian, Chinese",500,Medium
Take EAT Easy,4,20,Sarjapur Road,North Indian,200,Low
Rasoiya,4,43,Sarjapur Road,"North Indian, Chinese, Momos",450,Low
Burrito Boys,3,39,Bellandur,"Mexican, Tex-Mex",330,Low
Dhaba Shaba,3,61,Sarjapur Road,"North Indian, Fast Food",250,Low
Just Bake,3,65,Sarjapur Road,"Bakery, Desserts",400,Low
Ghar Ka Chulha,3,117,Sarjapur Road,"North Indian, Chinese",550,Medium
Cafe Daily Bread,4,128,Bellandur,"Bakery, Fast Food, Italian",600,Medium
Lassi Corner,3,9,Bellandur,"Beverages, Desserts",300,Low
Dessi Cuppa,4,35,HSR,"Beverages, Fast Food",300,Low
The Zaika Of Banaras,3,26,Marathahalli,"North Indian, Street Food",350,Low
Mishmash,4,1240,HSR,"Mediterranean, Continental, North Indian, Mughlai, Salad",1400,High
T Square,3,4,Sarjapur Road,"Fast Food, Street Food",150,Low
Ithaca - The Chancery Pavilion,4,310,Residency Road,"North Indian, Italian, European, Continental",2000,High
Tiger Trail - Ramada Hotel,4,188,Shivajinagar,"North Indian, Lucknowi",1300,High
Citrus Cafe - Lemon Tree Premier,4,183,Ulsoor,"North Indian, Continental, South Indian",2200,High
The Oriental Spice - Ashraya Hotel,4,158,Infantry Road,"Chinese, Thai, Indonesian",1300,High
Pinxx - Royal Orchid Central,4,198,MG Road,"Italian, European",1600,High
Monsoon - The Park Bangalore,4,271,MG Road,"Italian, North Indian",3000,High
